ESM,HSPC,CHOL,PEG,TFR,FRR,AQUEOUS,SIZE,PDI
4.485799592732462,0.0,0.19717468915232708,0.3668435984102959,1.0,3.7649239825343255,PBS,2924.547431292521,0.7911823429830787
0.0,3.012576835644909,0.9832308858067882,1.0041922785483028,1.0,3.0,PBS,73.1611133378824,0.23791615442903394
0.0,13.943547534248028,8.598257683523885,12.8,2.5,8.0,PBS,86.71444956167657,0.24106791761222374
3.529290562369031,0.0,1.1032876330303478,2.4556873075093257,2.2899106101044806,2.5,PBS,225.57066013947315,0.19427897319966222
0.0,11.991602272866043,6.838346204611276,10.547760616690042,2.0204613078816696,4.31969246141222,PBS,95.71790673924424,0.24345783723809122
3.8453859182652703,0.0,0.46450132038559505,0.8642049168133522,1.6757488779543146,2.7747503740152286,PBS,1295.017692587145,0.6338033989486559
4.966002360976436,0.0,0.01367725239649944,0.02544653427408982,1.0198974417397997,2.9933675194200666,PBS,2226.0238225002536,0.9892173323960377
0.0,0.45301400753008636,3.0524994084170087,0.3326278126009399,1.9422017556848528,6.8844035113697055,PBS,97.62431141195154,0.15500550870438765
0.0,6.888533626724234,8.20398683770241,12.79764984945341,2.5,5.746847128617842,PBS,95.87786066326419,0.20651284227573102
0.0,14.648894657976951,8.250297091070207,12.799094213195891,2.5,8.0,PBS,87.85208054317857,0.2376979155177794
0.0,0.22262619677634973,1.1519006725019059,2.092066619312417,2.5,2.5239493783303213,PBS,124.52651680983017,0.18832697889411057
0.0,12.533779825573856,7.327183938689771,11.173348670368654,2.1536592615667765,7.307318523133553,PBS,83.65511702134592,0.22784229140571338
17.646517566540492,0.0,0.3727752489915508,1.387097038937977,0.4307690995195088,2.879487266986994,PBS,5120.589095638272,0.8163777552792256
4.154052121277561,0.0,2.4105347712909566,0.6076041706362358,2.158368240587271,5.574685834714562,PBS,106.53978101816814,0.163127462946563
0.0,3.0567879544002112,3.066865177268788,2.244461923817041,1.609996657782621,6.219993315565242,PBS,95.46497827558703,0.1722801737953037
0.0,6.530457291422568,3.724661395130763,6.9297342114438205,1.2502076323957536,5.166805088263835,PBS,92.25062289718726,0.21567635617846848
0.0,12.885035511753744,7.643882837153571,11.57864276630339,2.239953019738342,7.479906039476684,PBS,92.65728948508912,0.24037195524565802
3.4197562596033317,0.0,1.820600827526583,1.1681449295993924,2.3044696962133795,4.259772734079584,PBS,114.41809319020388,0.17339302205039453
0.0,3.0666146707947664,0.55582006775359,1.0222048902649221,1.1822360877880622,3.7289443511522493,PBS,81.19331607622026,0.21823887688916696
0.0,8.288573903007979,1.2943795802198033,4.581739173376431,1.0,3.111596474205869,PBS,1085.0633027737226,0.28933542792620803
0.0,13.943547534248028,8.598257683523885,12.8,2.5,8.0,PBS,86.23180814409844,0.24052702636838616
19.22189869647499,0.0,17.271515543021135,2.6611645905001686,0.7178687414534248,40.85056683379969,PBS,117.35468482741076,0.24390178318899117
0.0,3.4257752458649935,0.43229967218000853,1.141925081954998,1.0,3.0,PBS,75.56317342929516,0.23516149836090006
3.861592855085548,0.0,0.547827160211822,1.1093363850795777,1.0,4.921716768861104,PBS,3907.745013988694,0.4472581079000168
0.0,8.800812021367229,3.9614681991084915,6.866087974282482,1.2365728381075023,5.473145676215005,PBS,89.89130470086899,0.20888917198755502
0.0,11.40700388601755,5.163100775912121,8.922450565264663,1.6746312000546486,6.349262400109297,PBS,94.5583281069144,0.2210906570680511
11.789688831629384,0.0,5.365731524345541,7.74065549117331,2.3024248819990927,6.395150236001815,PBS,95.58060094400726,0.20764617828783308
16.01960167435033,0.0,7.004727340960482,12.79764984945341,2.5,5.853317731587588,PBS,94.0,0.23923282627659662
3.6555516129487713,0.0,0.5155406122816367,0.9591635424866132,1.0,3.1818200103589476,PBS,1253.259639605314,0.3417902518201062
17.386124407233492,0.0,6.282027279861759,12.79764984945341,2.5,6.693836924776658,PBS,82.5511930696992,0.17293886691925253
14.861327715068471,0.0,7.61729282633366,12.79764984945341,2.5,5.140887948810799,PBS,95.1408879488108,0.23319217756851296
0.0,5.715109610414299,1.0525630389035694,3.456989711960427,1.0,3.6979143499354405,PBS,1992.2155068205748,0.34046638783474364
0.0,0.11648392695195264,2.9704026499161653,0.03882797565065088,1.9611720243493491,6.8446880973973965,PBS,97.03271747059098,0.15533920590595596
